what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316636183168
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316636185719
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316636186869
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316636189801
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316636190710
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316636193129
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316636207298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316636282580
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316636316224
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316636779639
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316636782379
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316636785762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316636787326
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316636842026
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316636892769
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316636912326
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316636975271
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316636978954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316637006427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316637010180
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316637013105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316637013970
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316637015418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316637016384
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316637018635
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316637019589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316637021676
