what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.6.0_26",1317036743708
java.vm.info,sysinfo,,,"mixed mode",1317036743708
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1317036743708
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1317036743708
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1317036743708
java.vm.specification.version,sysinfo,,,"1.0",1317036743708
java.vm.vendor,sysinfo,,,"Apple Inc.",1317036743708
java.vm.version,sysinfo,,,"20.1-b02-383",1317036743708
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1317036743778
started,bundle,org.eclipse.team.svn.core,0.7.9.I20110523-1700,"org.eclipse.team.svn.core",1317036745641
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1317036748050
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20110523-1700,"org.eclipse.team.svn.ui",1317036748242
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110523-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1317036748476
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317037611739
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317037611827
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317037614800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317037789462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317037792217
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317040097374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317040099275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317081408052
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317081410463
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1317081414081
stopped,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1317081414105
stopped,bundle,org.eclipse.m2e.refactoring,1.0.0.20110607-2117,"org.eclipse.m2e.refactoring",1317081414131
stopped,bundle,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor",1317081414189
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.0.20110607-2117,"org.eclipse.m2e.editor.xml",1317081414215
