what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1316564826729
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1316564826831
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1316564845778
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1316564848172
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1316564849835
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316564877888
activated,view,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui.RepositoriesView",1316564880311
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316564882584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316564883289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316564883803
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316564897937
executed,command,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui.team.Commit",1316564898001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316564898379
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316564900458
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316564905583
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316564906393
executed,command,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui.team.Push",1316564906464
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316564906797
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316564916491
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1316564920238
activated,view,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui.RepositoriesView",1316564920308
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316564921588
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1316564923803
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316564925866
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1316564934307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316564934882
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316564941324
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316564945672
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316564945799
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316564947680
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316564948021
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316564948123
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316564949977
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316564996110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316564998878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316565022435
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316565040543
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316565046695
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316565058698
